project_id,project_name,cert_year,queue_rank,disposition_id,disposition_name,recommendation_status,borough_president_recommendation,borough_board_recommendation,community_board_recommendation,docket_description,api_url,project_page_url
2019K0158,506 Third Avenue,2021,394,91d23157-1507-eb11-a812-001dd8309d89,2019K0158 - ZM - BK CB6,Submitted,,,Conditional Favorable,"IN THE MATTER OF an application submitted by PAB 3rd Avenue Holdings LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 16d, by changing from an existing M2-1 District to a C4-4A District property bounded by 11th Street, 3rd Avenue, 13th Street, and a line 100 feet northwesterly of 3rd Avenue, Borough of Brooklyn, Community District 6, as shown on a diagram (for illustrative purposes only) dated May 17, 2021, and subject to the conditions of CEQR Declaration E-617.","https://zap-api-production.herokuapp.com/projects/2019K0158?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0158
2019K0158,506 Third Avenue,2021,394,08208559-1507-eb11-a812-001dd8309ba3,2019K0158 - ZR - BK BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by PAB Third Ave Holdings LLC, pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, modifying APPENDIX F for the purpose of establishing a Mandatory Inclusionary Housing area.","https://zap-api-production.herokuapp.com/projects/2019K0158?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0158
2019K0158,506 Third Avenue,2021,394,c6d23157-1507-eb11-a812-001dd8309d89,2019K0158 - ZR - BK CB6,Submitted,,,Conditional Favorable,"IN THE MATTER OF an application submitted by PAB Third Ave Holdings LLC, pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, modifying APPENDIX F for the purpose of establishing a Mandatory Inclusionary Housing area.","https://zap-api-production.herokuapp.com/projects/2019K0158?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0158
2019K0175,1220 Avenue P Rezoning,2021,395,b68d9dfe-40f4-ea11-a814-001dd8309f34,2019K0175 - ZM - BK BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by Omni Enterprises, LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 22d, by changing from an R5B District to an R7A District property bounded by Avenue P, East 13th Street, a line 140 feet southerly of Avenue P, East 12th Street, a line 100 feet southerly of Avenue P, and a line midway between Coney Island Avenue and East 12th Street, Borough of Brooklyn, Community District 15, as shown on a diagram (for illustrative purposes only) dated November 1, 2021, and subject to the conditions of CEQR Declaration E-653.","https://zap-api-production.herokuapp.com/projects/2019K0175?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0175
2019K0175,1220 Avenue P Rezoning,2021,395,3f4e9cf2-40f4-ea11-a814-001dd8309f34,2019K0175 - ZM - BK CB15,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by Omni Enterprises, LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 22d, by changing from an R5B District to an R7A District property bounded by Avenue P, East 13th Street, a line 140 feet southerly of Avenue P, East 12th Street, a line 100 feet southerly of Avenue P, and a line midway between Coney Island Avenue and East 12th Street, Borough of Brooklyn, Community District 15, as shown on a diagram (for illustrative purposes only) dated November 1, 2021, and subject to the conditions of CEQR Declaration E-653.","https://zap-api-production.herokuapp.com/projects/2019K0175?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0175
2019K0177,Cooper Park Commons,2021,396,ea42d6c0-b0ce-eb11-8235-001dd8049b61,2019K0177 - HA - BK BP,Submitted,Favorable,,,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD) 1) pursuant to Article 16 of the General Municipal Law of New York State for: a. the designation of property located at 288 Jackson Avenue (Block 2885, Lot 1) as an Urban Development Action Area; and b. an Urban Development Action Area Project for such area; and 2) pursuant to Section 197-c of the New York City Charter for the disposition of such property to a developer to be selected by HPD; to facilitate the enlargement of two existing buildings and the construction of two new buildings containing approximately 556 affordable and senior housing units, a 200-bed homeless shelter and community facility and commercial space, Borough of Brooklyn, Community District 1.","https://zap-api-production.herokuapp.com/projects/2019K0177?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0177
2019K0177,Cooper Park Commons,2021,396,a5f4cdcc-b0ce-eb11-8235-001dd8049b61,2019K0177 - HA - BK CB1,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD) 1) pursuant to Article 16 of the General Municipal Law of New York State for: a. the designation of property located at 288 Jackson Avenue (Block 2885, Lot 1) as an Urban Development Action Area; and b. an Urban Development Action Area Project for such area; and 2) pursuant to Section 197-c of the New York City Charter for the disposition of such property to a developer to be selected by HPD; to facilitate the enlargement of two existing buildings and the construction of two new buildings containing approximately 556 affordable and senior housing units, a 200-bed homeless shelter and community facility and commercial space, Borough of Brooklyn, Community District 1.","https://zap-api-production.herokuapp.com/projects/2019K0177?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0177
2019K0177,Cooper Park Commons,2021,396,5242d6c0-b0ce-eb11-8235-001dd8049b61,2019K0177 - PP - BK BP,Submitted,Favorable,,,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD), pursuant to Sections 197-c of the New York City Charter, to modify the restriction limiting use of property located at 20 Kingsland Avenue (Block 2885, Lot 10) from a health care facility use to general community facility uses, Borough of Brooklyn, Community District 1.","https://zap-api-production.herokuapp.com/projects/2019K0177?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0177
2019K0177,Cooper Park Commons,2021,396,92f4cdcc-b0ce-eb11-8235-001dd8049b61,2019K0177 - PP - BK CB1,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD), pursuant to Sections 197-c of the New York City Charter, to modify the restriction limiting use of property located at 20 Kingsland Avenue (Block 2885, Lot 10) from a health care facility use to general community facility uses, Borough of Brooklyn, Community District 1.","https://zap-api-production.herokuapp.com/projects/2019K0177?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0177
2019K0208,Glenmore Manor,2021,397,4fb6af3a-9a57-eb11-a811-001dd83098a1,2019K0208 - HA - BK BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD) 1) pursuant to Article 16 of the General Municipal Law of New York State for: a. the designation of property located at 305-309 Mother Gaston Boulevard (Block 3692, Lots 1, 2, 3 and 4), 46 – 64 Christopher Avenue (Block 3692, Lots 23, 24, 25, 26, 27, 28, 29, 30, 31 and 32), 111-117 Glenmore Avenue (Block 3692, Lots 34, 35 and 37) as an Urban Development Action Area; and b. Urban Development Action Area Project for such area; and 2) pursuant to Section 197-c of the New York City Charter for the disposition of such property to a developer to be selected by HPD; to facilitate the development of an 11-story mixed use development containing approximately 232 affordable housing units, commercial and community facility space, Borough of Brooklyn, Community District 16.","https://zap-api-production.herokuapp.com/projects/2019K0208?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0208
2019K0208,Glenmore Manor,2021,397,f8a80925-9a57-eb11-a811-001dd8309d89,2019K0208 - HA - BK CB16,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD) 1) pursuant to Article 16 of the General Municipal Law of New York State for: a. the designation of property located at 305-309 Mother Gaston Boulevard (Block 3692, Lots 1, 2, 3 and 4), 46 – 64 Christopher Avenue (Block 3692, Lots 23, 24, 25, 26, 27, 28, 29, 30, 31 and 32), 111-117 Glenmore Avenue (Block 3692, Lots 34, 35 and 37) as an Urban Development Action Area; and b. Urban Development Action Area Project for such area; and 2) pursuant to Section 197-c of the New York City Charter for the disposition of such property to a developer to be selected by HPD; to facilitate the development of an 11-story mixed use development containing approximately 232 affordable housing units, commercial and community facility space, Borough of Brooklyn, Community District 16.","https://zap-api-production.herokuapp.com/projects/2019K0208?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0208
2019K0208,Glenmore Manor,2021,397,56b6af3a-9a57-eb11-a811-001dd83098a1,2019K0208 - HU - BK BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD), pursuant to Section 505 of Article 15 of the General Municipal (Urban Renewal) Law of New York State and Section 197-c of the New York City Charter, for the third amendment to the Brownsville II Urban Renewal Plan, Borough of Brooklyn, Community District 16.","https://zap-api-production.herokuapp.com/projects/2019K0208?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0208
2019K0208,Glenmore Manor,2021,397,02a90925-9a57-eb11-a811-001dd8309d89,2019K0208 - HU - BK CB16,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by the Department of Housing Preservation and Development (HPD), pursuant to Section 505 of Article 15 of the General Municipal (Urban Renewal) Law of New York State and Section 197-c of the New York City Charter, for the third amendment to the Brownsville II Urban Renewal Plan, Borough of Brooklyn, Community District 16.","https://zap-api-production.herokuapp.com/projects/2019K0208?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0208
