project_id,project_name,cert_year,queue_rank,disposition_id,disposition_name,recommendation_status,borough_president_recommendation,borough_board_recommendation,community_board_recommendation,docket_description,api_url,project_page_url
2018K0382,Gowanus Neighborhood Plan,2021,390,e6a201ee-7b39-eb11-a814-001dd8309530,2018K0382 - PP - BK BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by the New York City Department of Citywide Administrative Services (DCAS), pursuant to Section 197-c of the New York City Charter, for the disposition of city-owned property, located at 276 4th Avenue (Block 456, Lot 29), pursuant to zoning, Borough of Brooklyn, Community District 6.","https://zap-api-production.herokuapp.com/projects/2018K0382?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0382
2018K0382,Gowanus Neighborhood Plan,2021,390,1bd7f9f3-7b39-eb11-a814-001dd8309530,2018K0382 - PP - BK BP,Not Submitted,,,,"IN THE MATTER OF an application submitted by the New York City Department of Citywide Administrative Services (DCAS), pursuant to Section 197-c of the New York City Charter, for the disposition of city-owned property, located at 276 4th Avenue (Block 456, Lot 29), pursuant to zoning, Borough of Brooklyn, Community District 6.","https://zap-api-production.herokuapp.com/projects/2018K0382?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0382
2018K0382,Gowanus Neighborhood Plan,2021,390,8dd6f9f3-7b39-eb11-a814-001dd8309530,2018K0382 - PP - BK CB2,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by the New York City Department of Citywide Administrative Services (DCAS), pursuant to Section 197-c of the New York City Charter, for the disposition of city-owned property, located at 276 4th Avenue (Block 456, Lot 29), pursuant to zoning, Borough of Brooklyn, Community District 6.","https://zap-api-production.herokuapp.com/projects/2018K0382?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0382
2018K0382,Gowanus Neighborhood Plan,2021,390,e7d5f9f3-7b39-eb11-a814-001dd8309530,2018K0382 - PP - BK CB6,Submitted,,,Conditional Favorable,"IN THE MATTER OF an application submitted by the New York City Department of Citywide Administrative Services (DCAS), pursuant to Section 197-c of the New York City Charter, for the disposition of city-owned property, located at 276 4th Avenue (Block 456, Lot 29), pursuant to zoning, Borough of Brooklyn, Community District 6.","https://zap-api-production.herokuapp.com/projects/2018K0382?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0382
2018K0382,Gowanus Neighborhood Plan,2021,390,cf5b169f-722b-eb11-a813-001dd8309530,2018K0382 - ZM - BK BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by the Department of City Planning and the New York City Department of Housing Preservation and Development pursuant to Sections 197- c and 201 of the New York City Charter for an amendment of the Zoning Map, Section Nos. 16c and 16d: 1. eliminating from within an existing R8A District a C2-4 District bounded by: a. Pacific Street, a line 100 feet southeasterly of 4th Avenue, President Street, a line 150 feet southeasterly of 4th Avenue, 3rd Street, 4th Avenue, Douglass Street, and a line 100 feet northwesterly of 4th Avenue; and b. a line 210 feet northeasterly of 5th Street, a line 100 feet southeasterly of 4th Avenue, 7th Street, 4th Avenue, 9th Street, a line 100 feet southeasterly of 4th Avenue, 13th Street, 4th Avenue, 14th Street, a line 100 feet southeasterly of 4th Avenue, 15th Street, a line 100 feet northwesterly of 4th Avenue, 6th Street, and 4th Avenue; 2. eliminating a Special Enhanced Commercial District (EC-1) bounded by Pacific Street, a line 100 feet southeasterly of 4th Avenue, President Street, a line 150 feet southeasterly of 4th Avenue, 3rd Street, a line 100 feet southeasterly of 4th Avenue, 15th Street, a line 100 feet northwesterly of 4th Avenue, 6th Street, 4th Avenue, Douglass Street, and a line 100 feet northwesterly of 4th Avenue; 3. changing from an R6B District to an R6A District property bounded by Carroll Street, Bond Street, 1st Street, and a line 350 feet southeasterly of Hoyt Street; 4. changing from an R6 District to an R6B District property bounded by Warren Street, Nevins Street, a line midway between Warren Street and Baltic Street, and a line 100 feet southeasterly of Bond Street; 5. changing from an R8A District to a C4-4D District property bounded by Pacific Street, a line 100 feet southeasterly of 4th Avenue, President Street, a line 150 feet southeasterly of 4th Avenue, 3rd Street, a line 100 feet southeasterly of 4th Avenue, 15th Street, a line 100 feet northwesterly of 4th Avenue, 6th Street, 4th Avenue, Douglass Street, and a line 100 feet northwesterly of 4th Avenue; 6. changing from an C8-2 District to a C4-4D District property bounded by 3rd Street, 4th Avenue, 6th Street, and a line 100 feet northwesterly of 4th Avenue; 7. changing from an M1-2 District to a C4-4D District property bounded by Douglass 2 Street, 4th Avenue, 1st Street, a line 100 feet northwesterly of 4th Avenue; 8. changing from an C8-2 District to an M1-4 District property bounded by 3rd Street, a line 100 feet northwesterly of 4th Avenue, a line midway between 6th Street and 7th Street, a line 100 feet southeasterly of 3rd Avenue, 7th Street, 3rd Avenue, a line 305 feet southwesterly of 3rd Street, and a line 285 feet southeasterly of 3rd Avenue; 9. changing from an M1-1 District to an M1-4 District property bounded by: a. a line midway between 4th Street and 5th Street, a line perpendicular to the northeasterly street line of 5th Street distant 220 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 5th Street and the northwesterly street line of Hoyt Street, 5th Street, and a line perpendicular to the northeasterly street line of 5th Street distant 390 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 5th Street and the northwesterly street line of Hoyt Street; and b. 3rd Street, Bond Street, 4th Street, and Hoyt Street; 10. changing from an M1-2 District to an M1-4 District property bounded by: a. a line midway between Baltic Street and Butler Street, Nevins Street, Butler Street and a line 360 feet northwesterly of Nevins Street; b. a line midway between Baltic Street and Butler Street, a line 100 feet northwesterly of 4th Avenue, a line midway between Sackett Street and Union Street, a line 100 feet southeasterly of 3rd Avenue, Degraw Street, a line 200 feet southeasterly of 3rd Avenue, Douglass Street, and a line 100 feet southeasterly of 3rd Avenue; and c. a line midway between Union Street and President Street, a line 180 feet northwesterly of 4th Avenue, President Street, a line 250 feet northwesterly of 4th Avenue, Carroll Street, and a line 100 feet southeasterly of 3rd Avenue; 11. changing from an M2-1 District to an M1-4 District property bounded by 3rd Street, a line 270 feet southeasterly of Bond Street, the centerline of the Gowanus Canal, and Bond Street and its southwesterly centerline prolongation; 12. changing from an M3-1 District to an M1-4 District property bounded by 4th Street, Bond Street and its southwesterly centerline prolongation, the centerline of the Gowanus Canal, a line 160 feet northwesterly of Bond Street and its southwesterly prolongation, a line 120 feet southwesterly of 4th Street, Hoyt Street, 5th Street, and a line perpendicular to the northeasterly street line of 5th Street distant 220 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 5th Street and the northwesterly street line of Hoyt Street; 3 13. changing from an R6 District to an M1-4/R6A District property bounded by Warren Street, a line 100 feet southeasterly of Bond Street, Baltic Street and Bond Street; 14. changing from an M1-1 District to an M1-4/R6A District property bounded by a line midway between 3rd Street and 4th Street, Hoyt Street, 4th Street, and a line perpendicular to the northeasterly street line of 4th Street distant 365 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 4th Street and the northwesterly street line of Hoyt Street; 15. changing from an M1-2 District to a M1-4/R6A District property bounded by: a. a line midway between Warren Street and Baltic Street, a line 100 feet northwesterly of Nevins Street, a line midway between Baltic Street and Butler Street, a line 100 feet southeasterly of Bond Street, Douglass Street, Bon","https://zap-api-production.herokuapp.com/projects/2018K0382?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0382
2018K0382,Gowanus Neighborhood Plan,2021,390,f1063d20-752b-eb11-a813-001dd83098a1,2018K0382 - ZM - BK BP,Not Submitted,,,,"IN THE MATTER OF an application submitted by the Department of City Planning and the New York City Department of Housing Preservation and Development pursuant to Sections 197- c and 201 of the New York City Charter for an amendment of the Zoning Map, Section Nos. 16c and 16d: 1. eliminating from within an existing R8A District a C2-4 District bounded by: a. Pacific Street, a line 100 feet southeasterly of 4th Avenue, President Street, a line 150 feet southeasterly of 4th Avenue, 3rd Street, 4th Avenue, Douglass Street, and a line 100 feet northwesterly of 4th Avenue; and b. a line 210 feet northeasterly of 5th Street, a line 100 feet southeasterly of 4th Avenue, 7th Street, 4th Avenue, 9th Street, a line 100 feet southeasterly of 4th Avenue, 13th Street, 4th Avenue, 14th Street, a line 100 feet southeasterly of 4th Avenue, 15th Street, a line 100 feet northwesterly of 4th Avenue, 6th Street, and 4th Avenue; 2. eliminating a Special Enhanced Commercial District (EC-1) bounded by Pacific Street, a line 100 feet southeasterly of 4th Avenue, President Street, a line 150 feet southeasterly of 4th Avenue, 3rd Street, a line 100 feet southeasterly of 4th Avenue, 15th Street, a line 100 feet northwesterly of 4th Avenue, 6th Street, 4th Avenue, Douglass Street, and a line 100 feet northwesterly of 4th Avenue; 3. changing from an R6B District to an R6A District property bounded by Carroll Street, Bond Street, 1st Street, and a line 350 feet southeasterly of Hoyt Street; 4. changing from an R6 District to an R6B District property bounded by Warren Street, Nevins Street, a line midway between Warren Street and Baltic Street, and a line 100 feet southeasterly of Bond Street; 5. changing from an R8A District to a C4-4D District property bounded by Pacific Street, a line 100 feet southeasterly of 4th Avenue, President Street, a line 150 feet southeasterly of 4th Avenue, 3rd Street, a line 100 feet southeasterly of 4th Avenue, 15th Street, a line 100 feet northwesterly of 4th Avenue, 6th Street, 4th Avenue, Douglass Street, and a line 100 feet northwesterly of 4th Avenue; 6. changing from an C8-2 District to a C4-4D District property bounded by 3rd Street, 4th Avenue, 6th Street, and a line 100 feet northwesterly of 4th Avenue; 7. changing from an M1-2 District to a C4-4D District property bounded by Douglass 2 Street, 4th Avenue, 1st Street, a line 100 feet northwesterly of 4th Avenue; 8. changing from an C8-2 District to an M1-4 District property bounded by 3rd Street, a line 100 feet northwesterly of 4th Avenue, a line midway between 6th Street and 7th Street, a line 100 feet southeasterly of 3rd Avenue, 7th Street, 3rd Avenue, a line 305 feet southwesterly of 3rd Street, and a line 285 feet southeasterly of 3rd Avenue; 9. changing from an M1-1 District to an M1-4 District property bounded by: a. a line midway between 4th Street and 5th Street, a line perpendicular to the northeasterly street line of 5th Street distant 220 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 5th Street and the northwesterly street line of Hoyt Street, 5th Street, and a line perpendicular to the northeasterly street line of 5th Street distant 390 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 5th Street and the northwesterly street line of Hoyt Street; and b. 3rd Street, Bond Street, 4th Street, and Hoyt Street; 10. changing from an M1-2 District to an M1-4 District property bounded by: a. a line midway between Baltic Street and Butler Street, Nevins Street, Butler Street and a line 360 feet northwesterly of Nevins Street; b. a line midway between Baltic Street and Butler Street, a line 100 feet northwesterly of 4th Avenue, a line midway between Sackett Street and Union Street, a line 100 feet southeasterly of 3rd Avenue, Degraw Street, a line 200 feet southeasterly of 3rd Avenue, Douglass Street, and a line 100 feet southeasterly of 3rd Avenue; and c. a line midway between Union Street and President Street, a line 180 feet northwesterly of 4th Avenue, President Street, a line 250 feet northwesterly of 4th Avenue, Carroll Street, and a line 100 feet southeasterly of 3rd Avenue; 11. changing from an M2-1 District to an M1-4 District property bounded by 3rd Street, a line 270 feet southeasterly of Bond Street, the centerline of the Gowanus Canal, and Bond Street and its southwesterly centerline prolongation; 12. changing from an M3-1 District to an M1-4 District property bounded by 4th Street, Bond Street and its southwesterly centerline prolongation, the centerline of the Gowanus Canal, a line 160 feet northwesterly of Bond Street and its southwesterly prolongation, a line 120 feet southwesterly of 4th Street, Hoyt Street, 5th Street, and a line perpendicular to the northeasterly street line of 5th Street distant 220 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 5th Street and the northwesterly street line of Hoyt Street; 3 13. changing from an R6 District to an M1-4/R6A District property bounded by Warren Street, a line 100 feet southeasterly of Bond Street, Baltic Street and Bond Street; 14. changing from an M1-1 District to an M1-4/R6A District property bounded by a line midway between 3rd Street and 4th Street, Hoyt Street, 4th Street, and a line perpendicular to the northeasterly street line of 4th Street distant 365 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 4th Street and the northwesterly street line of Hoyt Street; 15. changing from an M1-2 District to a M1-4/R6A District property bounded by: a. a line midway between Warren Street and Baltic Street, a line 100 feet northwesterly of Nevins Street, a line midway between Baltic Street and Butler Street, a line 100 feet southeasterly of Bond Street, Douglass Street, Bon","https://zap-api-production.herokuapp.com/projects/2018K0382?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0382
2018K0382,Gowanus Neighborhood Plan,2021,390,c1397b88-732b-eb11-a813-001dd8309ba3,2018K0382 - ZM - BK CB2,Submitted,,,Unfavorable,"IN THE MATTER OF an application submitted by the Department of City Planning and the New York City Department of Housing Preservation and Development pursuant to Sections 197- c and 201 of the New York City Charter for an amendment of the Zoning Map, Section Nos. 16c and 16d: 1. eliminating from within an existing R8A District a C2-4 District bounded by: a. Pacific Street, a line 100 feet southeasterly of 4th Avenue, President Street, a line 150 feet southeasterly of 4th Avenue, 3rd Street, 4th Avenue, Douglass Street, and a line 100 feet northwesterly of 4th Avenue; and b. a line 210 feet northeasterly of 5th Street, a line 100 feet southeasterly of 4th Avenue, 7th Street, 4th Avenue, 9th Street, a line 100 feet southeasterly of 4th Avenue, 13th Street, 4th Avenue, 14th Street, a line 100 feet southeasterly of 4th Avenue, 15th Street, a line 100 feet northwesterly of 4th Avenue, 6th Street, and 4th Avenue; 2. eliminating a Special Enhanced Commercial District (EC-1) bounded by Pacific Street, a line 100 feet southeasterly of 4th Avenue, President Street, a line 150 feet southeasterly of 4th Avenue, 3rd Street, a line 100 feet southeasterly of 4th Avenue, 15th Street, a line 100 feet northwesterly of 4th Avenue, 6th Street, 4th Avenue, Douglass Street, and a line 100 feet northwesterly of 4th Avenue; 3. changing from an R6B District to an R6A District property bounded by Carroll Street, Bond Street, 1st Street, and a line 350 feet southeasterly of Hoyt Street; 4. changing from an R6 District to an R6B District property bounded by Warren Street, Nevins Street, a line midway between Warren Street and Baltic Street, and a line 100 feet southeasterly of Bond Street; 5. changing from an R8A District to a C4-4D District property bounded by Pacific Street, a line 100 feet southeasterly of 4th Avenue, President Street, a line 150 feet southeasterly of 4th Avenue, 3rd Street, a line 100 feet southeasterly of 4th Avenue, 15th Street, a line 100 feet northwesterly of 4th Avenue, 6th Street, 4th Avenue, Douglass Street, and a line 100 feet northwesterly of 4th Avenue; 6. changing from an C8-2 District to a C4-4D District property bounded by 3rd Street, 4th Avenue, 6th Street, and a line 100 feet northwesterly of 4th Avenue; 7. changing from an M1-2 District to a C4-4D District property bounded by Douglass 2 Street, 4th Avenue, 1st Street, a line 100 feet northwesterly of 4th Avenue; 8. changing from an C8-2 District to an M1-4 District property bounded by 3rd Street, a line 100 feet northwesterly of 4th Avenue, a line midway between 6th Street and 7th Street, a line 100 feet southeasterly of 3rd Avenue, 7th Street, 3rd Avenue, a line 305 feet southwesterly of 3rd Street, and a line 285 feet southeasterly of 3rd Avenue; 9. changing from an M1-1 District to an M1-4 District property bounded by: a. a line midway between 4th Street and 5th Street, a line perpendicular to the northeasterly street line of 5th Street distant 220 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 5th Street and the northwesterly street line of Hoyt Street, 5th Street, and a line perpendicular to the northeasterly street line of 5th Street distant 390 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 5th Street and the northwesterly street line of Hoyt Street; and b. 3rd Street, Bond Street, 4th Street, and Hoyt Street; 10. changing from an M1-2 District to an M1-4 District property bounded by: a. a line midway between Baltic Street and Butler Street, Nevins Street, Butler Street and a line 360 feet northwesterly of Nevins Street; b. a line midway between Baltic Street and Butler Street, a line 100 feet northwesterly of 4th Avenue, a line midway between Sackett Street and Union Street, a line 100 feet southeasterly of 3rd Avenue, Degraw Street, a line 200 feet southeasterly of 3rd Avenue, Douglass Street, and a line 100 feet southeasterly of 3rd Avenue; and c. a line midway between Union Street and President Street, a line 180 feet northwesterly of 4th Avenue, President Street, a line 250 feet northwesterly of 4th Avenue, Carroll Street, and a line 100 feet southeasterly of 3rd Avenue; 11. changing from an M2-1 District to an M1-4 District property bounded by 3rd Street, a line 270 feet southeasterly of Bond Street, the centerline of the Gowanus Canal, and Bond Street and its southwesterly centerline prolongation; 12. changing from an M3-1 District to an M1-4 District property bounded by 4th Street, Bond Street and its southwesterly centerline prolongation, the centerline of the Gowanus Canal, a line 160 feet northwesterly of Bond Street and its southwesterly prolongation, a line 120 feet southwesterly of 4th Street, Hoyt Street, 5th Street, and a line perpendicular to the northeasterly street line of 5th Street distant 220 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 5th Street and the northwesterly street line of Hoyt Street; 3 13. changing from an R6 District to an M1-4/R6A District property bounded by Warren Street, a line 100 feet southeasterly of Bond Street, Baltic Street and Bond Street; 14. changing from an M1-1 District to an M1-4/R6A District property bounded by a line midway between 3rd Street and 4th Street, Hoyt Street, 4th Street, and a line perpendicular to the northeasterly street line of 4th Street distant 365 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 4th Street and the northwesterly street line of Hoyt Street; 15. changing from an M1-2 District to a M1-4/R6A District property bounded by: a. a line midway between Warren Street and Baltic Street, a line 100 feet northwesterly of Nevins Street, a line midway between Baltic Street and Butler Street, a line 100 feet southeasterly of Bond Street, Douglass Street, Bon","https://zap-api-production.herokuapp.com/projects/2018K0382?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0382
2018K0382,Gowanus Neighborhood Plan,2021,390,d64325b1-722b-eb11-a813-001dd8309530,2018K0382 - ZM - BK CB6,Submitted,,,Conditional Favorable,"IN THE MATTER OF an application submitted by the Department of City Planning and the New York City Department of Housing Preservation and Development pursuant to Sections 197- c and 201 of the New York City Charter for an amendment of the Zoning Map, Section Nos. 16c and 16d: 1. eliminating from within an existing R8A District a C2-4 District bounded by: a. Pacific Street, a line 100 feet southeasterly of 4th Avenue, President Street, a line 150 feet southeasterly of 4th Avenue, 3rd Street, 4th Avenue, Douglass Street, and a line 100 feet northwesterly of 4th Avenue; and b. a line 210 feet northeasterly of 5th Street, a line 100 feet southeasterly of 4th Avenue, 7th Street, 4th Avenue, 9th Street, a line 100 feet southeasterly of 4th Avenue, 13th Street, 4th Avenue, 14th Street, a line 100 feet southeasterly of 4th Avenue, 15th Street, a line 100 feet northwesterly of 4th Avenue, 6th Street, and 4th Avenue; 2. eliminating a Special Enhanced Commercial District (EC-1) bounded by Pacific Street, a line 100 feet southeasterly of 4th Avenue, President Street, a line 150 feet southeasterly of 4th Avenue, 3rd Street, a line 100 feet southeasterly of 4th Avenue, 15th Street, a line 100 feet northwesterly of 4th Avenue, 6th Street, 4th Avenue, Douglass Street, and a line 100 feet northwesterly of 4th Avenue; 3. changing from an R6B District to an R6A District property bounded by Carroll Street, Bond Street, 1st Street, and a line 350 feet southeasterly of Hoyt Street; 4. changing from an R6 District to an R6B District property bounded by Warren Street, Nevins Street, a line midway between Warren Street and Baltic Street, and a line 100 feet southeasterly of Bond Street; 5. changing from an R8A District to a C4-4D District property bounded by Pacific Street, a line 100 feet southeasterly of 4th Avenue, President Street, a line 150 feet southeasterly of 4th Avenue, 3rd Street, a line 100 feet southeasterly of 4th Avenue, 15th Street, a line 100 feet northwesterly of 4th Avenue, 6th Street, 4th Avenue, Douglass Street, and a line 100 feet northwesterly of 4th Avenue; 6. changing from an C8-2 District to a C4-4D District property bounded by 3rd Street, 4th Avenue, 6th Street, and a line 100 feet northwesterly of 4th Avenue; 7. changing from an M1-2 District to a C4-4D District property bounded by Douglass 2 Street, 4th Avenue, 1st Street, a line 100 feet northwesterly of 4th Avenue; 8. changing from an C8-2 District to an M1-4 District property bounded by 3rd Street, a line 100 feet northwesterly of 4th Avenue, a line midway between 6th Street and 7th Street, a line 100 feet southeasterly of 3rd Avenue, 7th Street, 3rd Avenue, a line 305 feet southwesterly of 3rd Street, and a line 285 feet southeasterly of 3rd Avenue; 9. changing from an M1-1 District to an M1-4 District property bounded by: a. a line midway between 4th Street and 5th Street, a line perpendicular to the northeasterly street line of 5th Street distant 220 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 5th Street and the northwesterly street line of Hoyt Street, 5th Street, and a line perpendicular to the northeasterly street line of 5th Street distant 390 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 5th Street and the northwesterly street line of Hoyt Street; and b. 3rd Street, Bond Street, 4th Street, and Hoyt Street; 10. changing from an M1-2 District to an M1-4 District property bounded by: a. a line midway between Baltic Street and Butler Street, Nevins Street, Butler Street and a line 360 feet northwesterly of Nevins Street; b. a line midway between Baltic Street and Butler Street, a line 100 feet northwesterly of 4th Avenue, a line midway between Sackett Street and Union Street, a line 100 feet southeasterly of 3rd Avenue, Degraw Street, a line 200 feet southeasterly of 3rd Avenue, Douglass Street, and a line 100 feet southeasterly of 3rd Avenue; and c. a line midway between Union Street and President Street, a line 180 feet northwesterly of 4th Avenue, President Street, a line 250 feet northwesterly of 4th Avenue, Carroll Street, and a line 100 feet southeasterly of 3rd Avenue; 11. changing from an M2-1 District to an M1-4 District property bounded by 3rd Street, a line 270 feet southeasterly of Bond Street, the centerline of the Gowanus Canal, and Bond Street and its southwesterly centerline prolongation; 12. changing from an M3-1 District to an M1-4 District property bounded by 4th Street, Bond Street and its southwesterly centerline prolongation, the centerline of the Gowanus Canal, a line 160 feet northwesterly of Bond Street and its southwesterly prolongation, a line 120 feet southwesterly of 4th Street, Hoyt Street, 5th Street, and a line perpendicular to the northeasterly street line of 5th Street distant 220 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 5th Street and the northwesterly street line of Hoyt Street; 3 13. changing from an R6 District to an M1-4/R6A District property bounded by Warren Street, a line 100 feet southeasterly of Bond Street, Baltic Street and Bond Street; 14. changing from an M1-1 District to an M1-4/R6A District property bounded by a line midway between 3rd Street and 4th Street, Hoyt Street, 4th Street, and a line perpendicular to the northeasterly street line of 4th Street distant 365 feet northwesterly (as measured along the street line) from the point of intersection of the northeasterly street line of 4th Street and the northwesterly street line of Hoyt Street; 15. changing from an M1-2 District to a M1-4/R6A District property bounded by: a. a line midway between Warren Street and Baltic Street, a line 100 feet northwesterly of Nevins Street, a line midway between Baltic Street and Butler Street, a line 100 feet southeasterly of Bond Street, Douglass Street, Bon","https://zap-api-production.herokuapp.com/projects/2018K0382?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0382
2018K0415,1776 48th Street Rezoning,2021,391,641392ef-b084-ea11-a811-001dd8309d89,2018K0415 - ZM - BK BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by Mr. Yitzchok Stern pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 22c: 1. changing from an R5 District to an R6B District property bounded by 48th Street, 18th Avenue, 49th Street and a line 100 northwesterly of 18th Avenue; and 2. establishing within the proposed R6B District a C2-4 District bounded by 48th Street, 18th Avenue, 49th Street and a line 35 feet northwesterly of 18th Avenue; Borough of Brooklyn, Community District 12, as shown on a diagram (for illustrative purposes only) dated April 5, 2021, and subject to the conditions of CEQR Declaration E-609.","https://zap-api-production.herokuapp.com/projects/2018K0415?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0415
2018K0415,1776 48th Street Rezoning,2021,391,6add96e9-b084-ea11-a811-001dd8309d89,2018K0415 - ZM - BK CB12,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by Mr. Yitzchok Stern pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 22c: 1. changing from an R5 District to an R6B District property bounded by 48th Street, 18th Avenue, 49th Street and a line 100 northwesterly of 18th Avenue; and 2. establishing within the proposed R6B District a C2-4 District bounded by 48th Street, 18th Avenue, 49th Street and a line 35 feet northwesterly of 18th Avenue; Borough of Brooklyn, Community District 12, as shown on a diagram (for illustrative purposes only) dated April 5, 2021, and subject to the conditions of CEQR Declaration E-609.","https://zap-api-production.herokuapp.com/projects/2018K0415?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0415
2018K0488,840 Atlantic Avenue,2021,392,a969992b-a768-eb11-b0b0-001dd8309d89,2018K0488 - ZM - BK BP,Submitted,Conditional Unfavorable,,,"IN THE MATTER OF an application submitted by Vanderbilt Atlantic Holdings LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 16c: 1. changing from an R6B District to a C6-3X District property bounded by a line midway between Atlantic Avenue and Pacific Street, a line 125 feet easterly of Vanderbilt Avenue, Pacific Street, and a line 100 feet easterly of Vanderbilt Avenue; and 2. changing from an M1-1 District to a C6-3X District property bounded by the northerly boundary line of the Long Island Railroad Right-Of-Way (Atlantic Division), a line 200 feet easterly of Vanderbilt Avenue and its northerly prolongation, a line midway between Atlantic Avenue and Pacific Street, a line 100 feet easterly of Vanderbilt Avenue, Pacific Street, and Vanderbilt Avenue and its northerly centerline prolongation; as shown on a diagram (for illustrative purposes only) dated March 1, 2021, and subject to the conditions of CEQR Declaration E-604.","https://zap-api-production.herokuapp.com/projects/2018K0488?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0488
2018K0488,840 Atlantic Avenue,2021,392,c069992b-a768-eb11-b0b0-001dd8309d89,2018K0488 - ZM - BK CB8,Submitted,,,Conditional Unfavorable,"IN THE MATTER OF an application submitted by Vanderbilt Atlantic Holdings LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 16c: 1. changing from an R6B District to a C6-3X District property bounded by a line midway between Atlantic Avenue and Pacific Street, a line 125 feet easterly of Vanderbilt Avenue, Pacific Street, and a line 100 feet easterly of Vanderbilt Avenue; and 2. changing from an M1-1 District to a C6-3X District property bounded by the northerly boundary line of the Long Island Railroad Right-Of-Way (Atlantic Division), a line 200 feet easterly of Vanderbilt Avenue and its northerly prolongation, a line midway between Atlantic Avenue and Pacific Street, a line 100 feet easterly of Vanderbilt Avenue, Pacific Street, and Vanderbilt Avenue and its northerly centerline prolongation; as shown on a diagram (for illustrative purposes only) dated March 1, 2021, and subject to the conditions of CEQR Declaration E-604.","https://zap-api-production.herokuapp.com/projects/2018K0488?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0488
2019K0158,506 Third Avenue,2021,394,cb1f8559-1507-eb11-a812-001dd8309ba3,2019K0158 - ZM - BK BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by PAB 3rd Avenue Holdings LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 16d, by changing from an existing M2-1 District to a C4-4A District property bounded by 11th Street, 3rd Avenue, 13th Street, and a line 100 feet northwesterly of 3rd Avenue, Borough of Brooklyn, Community District 6, as shown on a diagram (for illustrative purposes only) dated May 17, 2021, and subject to the conditions of CEQR Declaration E-617.","https://zap-api-production.herokuapp.com/projects/2019K0158?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2019K0158
