project_id,project_name,cert_year,stratum,council_outcome,queue_rank,source_type,source_container_id,source_container_title,document_title,document_family,source_priority,document_url,api_url,action_code,ulurp_number,application_prefix,a_application_flag,m_report_candidate_flag,ceqr_number,document_created_at,fetch_status,fetch_http_status,fetch_error
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,c1755f33-a1eb-ee11-904d-001dd8306784,P2010M0189_DEIS_10DCP031M_1,10DCP031M_DEIS_12_Mitigation.pdf,draft_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KIJCIURFQ5QXJCIATK3IRKACZPR,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:47:10Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,c1755f33-a1eb-ee11-904d-001dd8306784,P2010M0189_DEIS_10DCP031M_1,10DCP031M_DEIS_13_Alternatives.pdf,draft_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KJCDB4DS4POEZBL3O2JAADOIRUF,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:47:09Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,c1755f33-a1eb-ee11-904d-001dd8306784,P2010M0189_DEIS_10DCP031M_1,10DCP031M_DEIS_14_Unavoidable Adverse Impacts.pdf,draft_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KJYR6ALDZVYQBALCTVYJJ2E5LGF,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:47:10Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,c1755f33-a1eb-ee11-904d-001dd8306784,P2010M0189_DEIS_10DCP031M_1,10DCP031M_DEIS_15_Growth-Inducing Aspects of the Proposed Action.pdf,draft_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KLI5HXALA4Y65DJBGK3X3IJYXKV,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:47:09Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,c1755f33-a1eb-ee11-904d-001dd8306784,P2010M0189_DEIS_10DCP031M_1,10DCP031M_DEIS_16_Irreversible and Irretrievable Commitment of Resources.pdf,draft_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KIMSI6QHA5BJVALWUOQSUUGGND3,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:47:09Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,c1755f33-a1eb-ee11-904d-001dd8306784,P2010M0189_DEIS_10DCP031M_1,10DCP031M_DEIS_Appendix A_Agency Letters and Correspondence.pdf,draft_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KOTILAQ7RVNB5AYDUXDG6OS6YF4,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:47:09Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,c1755f33-a1eb-ee11-904d-001dd8306784,P2010M0189_DEIS_10DCP031M_1,10DCP031M_DEIS_Appendix B_Historical Background Report.pdf,draft_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KJI3ZF7M3OSL5BI4SRANVVKTMWA,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:47:10Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,c1755f33-a1eb-ee11-904d-001dd8306784,P2010M0189_DEIS_10DCP031M_1,10DCP031M_DEIS_Cover Page and Table of Contents.pdf,draft_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KLPVD5MYHRLV5AZTS4UAIRTFKAT,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:47:10Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,9cadb076-a1eb-ee11-904d-001dd8306784,P2010M0189_DEIS_Notice of Completion_1,10DCP031M_DEIS_Notice_of_Completion_06042010.PDF,draft_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KKXHY6GJB35SFDJLLGYEN4FBVAT,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:49:06Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_00_Executive Summary.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KM46TQABQNSRFAZYKBTLRKHS756,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:40Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_01_ Project Description.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KLDCR3ZU6KE3JDKEKMGYS2SDQFX,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:40Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,"10DCP031M_FEIS_02_ Land Use, Zoning, and Public Policy.pdf",final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KO2QJ5VQXVHUZGKFVC2UA7JA7VE,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:40Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_03_Open space.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KJXNIYF7YJPIJF2RNN3BIVNMA2D,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:41Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_04_Shadows.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KJWNSBWVRSK7BAJ4IWBEH2GR2UQ,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:42Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_05_Historic and Cultural Resources.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KO7FHTXCQYFKRB2PS7APFDQY6PC,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:42Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_06_Visual Resources.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KMMH54TK3AINZCIOJ4YEOTKTWCK,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:41Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_07_Neighborhood Character.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KOVIGZX6DGT2FDL6SBCIJIVGA3Y,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:42Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_08_Hazardous Materials.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KPDHNJEOMB7LBG3C2TXG6344L3O,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:42Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_09_Air Quality.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KOZQ75IR7RJWZB3TD3HKBEW3DGL,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:42Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_10_Noise.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KKBUNC6EF7EJ5BJBHMYZCAFGS6K,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:42Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_11_Construction Impacts.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KJ5OTCED2LAIZE3KGKXE22K4VV5,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:42Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_12_Mitigation.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KMHNIT2Z23WPZHLKHAFC5TI7SRV,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:42Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_13_Alternatives.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KLQ6VZZ3VZMFJEKMINAROOF4GJZ,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:42Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_14_Unavoidable Adverse Impacts.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KNA5XOFL4N3NZE24F7KVQ5VN5TB,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:43Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_15_Growth-Inducing Aspects of the Proposed Action.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KK6CKEGFXWLGVEYEC5MVQYIGKLJ,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:44Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_16_Irreversible and Irretrievable Commitments of Resources.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KKQUTNC4ENPZJGIM6DPLEMLRWV3,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:44Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_17_Response to Comments on the DEIS.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KICM7F4ZYLSSVFIGXDOPJHLYLHY,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:43Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_Appendix A_Agency Correspondence.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KLTTVOMD42ETNAYONMMISAQAVK4,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:43Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_Appendix B_Historical Background Report.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KL6IMCZOFQLTFA2UXR5ETO3EFOE,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:44Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_Cover Page and Table of Contents.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KNB77NHA37UBNFK5QPXG6K5PBZD,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:43Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,bcb1f9b2-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_10DCP031M_1,10DCP031M_FEIS_Foreword.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KK6YB2IM5IYGVAKTY35APR5HM5I,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:50:44Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,247885ef-a1eb-ee11-904d-001dd8306784,P2010M0189_FEIS_Notice of Completion_1,10DCP031M_FEIS_Notice_of_Completion_09032010.pdf,final_eis,6,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KMS2GSRPC7T2JFZARZUQXJTR2VI,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:52:19Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,project_page,P2010M0189,ZAP project page,ZAP project page,project_page,8,https://zap.planning.nyc.gov/projects/P2010M0189,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,ceqr_access,10DCP031M,CEQR Access,10DCP031M,ceqr_access,9,https://a002-ceqraccess.nyc.gov/ceqr/,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,cpc_report_nycgov_fallback,6ce3a34a-2533-e811-8129-1458d04d2538,Disposition of Non,C100274PPM CPC report nyc.gov fallback,cpc_report,10,https://www.nyc.gov/assets/planning/download/pdf/about/cpc/100274.pdf,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",PP,C100274PPM,C,False,False,10DCP031M,,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,4c4789d1-a0eb-ee11-904d-001dd8306784,P2010M0189_Draft Scope of Work_1,10DCP031M_Draft_Scope_Of_Work_04022010.pdf,scope,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KJOZOL6JOADFNAJ45YWNLXVZLH6,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:44:27Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,c5f27393-a0eb-ee11-904d-001dd8306784,P2010M0189_EAS_10DCP031M_1,10DCP031M_EAS_04022010.pdf,other_public_document,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KIEKYSLJEDR45BJT5T47ITLYNNR,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:42:40Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,71c13915-a1eb-ee11-904d-001dd8306784,P2010M0189_Final Scope of Work_1,10DCP031M_Final_Scope_of_Work_06042010.pdf,scope,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KPK6SNXAXU3ARC3MR6AXLMDDF3D,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:46:14Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,8c3a26f1-9feb-ee11-904d-001dd8306784,P2010M0189_Lead Agency Letter_1,10DCP031M_Lead_Agency_Letter_04062010.pdf,other_public_document,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KLWBYCCBGGDVRB3XP4QMDRBSZHX,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:38:01Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,b0b0c594-a1eb-ee11-904d-001dd8306784,P2010M0189_Public Meeting Notice_1,10DCP031M_Notice_of_Public_Hearing_07072010.PDF,notice,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KJOR4RRKCIWBFFZCRAEQTNVGFZH,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:49:49Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,001cbff5-a0eb-ee11-904d-001dd8306784,P2010M0189_Scoping Meeting Notice_1,10DCP031M_Notice_of_Scoping_Meeting_05112010.pdf,notice,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KK47OQE5L4BXFFYG7BTVMC35MKI,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:45:22Z,success,200,
P2010M0189,SUGAR HILL PROJECT,2010,B,approve,132,public_artifact_document,9ccfd3b8-a0eb-ee11-904d-001dd8306784,P2010M0189_Positive Declaration_1,10DCP031M_Positive_Declaration_04062010.pdf,other_public_document,10,https://zap-api-production.herokuapp.com/document/artifact/01QY2C5KO5D4S74N264RCIF543HNZEMDQO,"https://zap-api-production.herokuapp.com/projects/P2010M0189?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP031M,2024-03-26T18:43:38Z,success,200,
P2011M0070,9-17 SECOND AVENUE,2010,B,approve,133,cpc_report_nycgov_fallback,39f4a816-2533-e811-8126-1458d04dc8c8,Urban Development Action Area,C110140HAM CPC report nyc.gov fallback,cpc_report,3,https://www.nyc.gov/assets/planning/download/pdf/about/cpc/110140.pdf,"https://zap-api-production.herokuapp.com/projects/P2011M0070?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",HA,C110140HAM,C,False,False,11HPD004M,,success,200,
P2011M0070,9-17 SECOND AVENUE,2010,B,approve,133,cpc_report_nycgov_fallback,3af4a816-2533-e811-8126-1458d04dc8c8,Acquisition of Property by the City,C110141PQM CPC report nyc.gov fallback,cpc_report,3,https://www.nyc.gov/assets/planning/download/pdf/about/cpc/110141.pdf,"https://zap-api-production.herokuapp.com/projects/P2011M0070?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",PQ,C110141PQM,C,False,False,11HPD004M,,success,200,
P2011M0070,9-17 SECOND AVENUE,2010,B,approve,133,project_page,P2011M0070,ZAP project page,ZAP project page,project_page,8,https://zap.planning.nyc.gov/projects/P2011M0070,"https://zap-api-production.herokuapp.com/projects/P2011M0070?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,11HPD004M,,success,200,
P2011M0070,9-17 SECOND AVENUE,2010,B,approve,133,ceqr_access,11HPD004M,CEQR Access,11HPD004M,ceqr_access,9,https://a002-ceqraccess.nyc.gov/ceqr/,"https://zap-api-production.herokuapp.com/projects/P2011M0070?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,11HPD004M,,success,200,
P2010Q0097,HOUR CHILDREN,2010,A,approve,134,cpc_report_nycgov_fallback,1377b010-2533-e811-8126-1458d04dc8c8,Zoning Map Amendment,C100145ZMQ CPC report nyc.gov fallback,cpc_report,3,https://www.nyc.gov/assets/planning/download/pdf/about/cpc/100145.pdf,"https://zap-api-production.herokuapp.com/projects/P2010Q0097?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",ZM,C100145ZMQ,C,False,False,10DCP014Q,,success,200,
P2010Q0097,HOUR CHILDREN,2010,A,approve,134,project_page,P2010Q0097,ZAP project page,ZAP project page,project_page,8,https://zap.planning.nyc.gov/projects/P2010Q0097,"https://zap-api-production.herokuapp.com/projects/P2010Q0097?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP014Q,,success,200,
P2010Q0097,HOUR CHILDREN,2010,A,approve,134,ceqr_access,10DCP014Q,CEQR Access,10DCP014Q,ceqr_access,9,https://a002-ceqraccess.nyc.gov/ceqr/,"https://zap-api-production.herokuapp.com/projects/P2010Q0097?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP014Q,,success,200,
P2010Q0136,ASTORIA REZONING,2010,B,approve,135,cpc_report_nycgov_fallback,1877b010-2533-e811-8126-1458d04dc8c8,Zoning Map Amendment,C100199ZMQ CPC report nyc.gov fallback,cpc_report,3,https://www.nyc.gov/assets/planning/download/pdf/about/cpc/100199.pdf,"https://zap-api-production.herokuapp.com/projects/P2010Q0136?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",ZM,C100199ZMQ,C,False,False,10DCP019Q,,success,200,
P2010Q0136,ASTORIA REZONING,2010,B,approve,135,cpc_report_nycgov_fallback,1977b010-2533-e811-8126-1458d04dc8c8,Zoning Text Amendment,N100200ZRQ CPC report nyc.gov fallback,cpc_report,3,https://www.nyc.gov/assets/planning/download/pdf/about/cpc/100200.pdf,"https://zap-api-production.herokuapp.com/projects/P2010Q0136?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",ZR,N100200ZRQ,N,False,False,10DCP019Q,,success,200,
P2010Q0136,ASTORIA REZONING,2010,B,approve,135,project_page,P2010Q0136,ZAP project page,ZAP project page,project_page,8,https://zap.planning.nyc.gov/projects/P2010Q0136,"https://zap-api-production.herokuapp.com/projects/P2010Q0136?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP019Q,,success,200,
P2010Q0136,ASTORIA REZONING,2010,B,approve,135,ceqr_access,10DCP019Q,CEQR Access,10DCP019Q,ceqr_access,9,https://a002-ceqraccess.nyc.gov/ceqr/,"https://zap-api-production.herokuapp.com/projects/P2010Q0136?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",,,,False,False,10DCP019Q,,success,200,
